Running prime number generator program on 30 CPU cores
65582 11047
number of parameters: 1.59M
Adjusting learning rate of group 0 to 1.0000e-04.
At iter 10/65582, epoch 1, the losses are 75.187 (train). the base losses are 103.161 (train). The time used is 58.007s. 
At iter 1150/65582, epoch 1, the losses are 5.437 (test). the base losses are 102.484 (test). 
At iter 1160/65582, epoch 1, the losses are 5.353 (train). the base losses are 102.769 (train). The time used is 27.067s. 
At iter 1170/65582, epoch 1, the losses are 5.406 (train). the base losses are 105.006 (train). The time used is 16.157s. 
At iter 1180/65582, epoch 1, the losses are 5.272 (train). the base losses are 103.473 (train). The time used is 14.326s. 
At iter 1190/65582, epoch 1, the losses are 5.351 (train). the base losses are 103.593 (train). The time used is 14.835s. 
At iter 1200/65582, epoch 1, the losses are 5.234 (train). the base losses are 103.920 (train). The time used is 12.815s. 
At iter 1200/65582, epoch 1, the losses are 5.408 (test). the base losses are 103.567 (test). 
At iter 1210/65582, epoch 1, the losses are 5.224 (train). the base losses are 103.951 (train). The time used is 25.621s. 
At iter 1220/65582, epoch 1, the losses are 5.316 (train). the base losses are 103.084 (train). The time used is 17.817s. 
At iter 1230/65582, epoch 1, the losses are 5.216 (train). the base losses are 102.339 (train). The time used is 19.192s. 
At iter 1240/65582, epoch 1, the losses are 5.252 (train). the base losses are 103.111 (train). The time used is 16.505s. 
At iter 1250/65582, epoch 1, the losses are 5.197 (train). the base losses are 103.645 (train). The time used is 16.992s. 
At iter 1250/65582, epoch 1, the losses are 5.338 (test). the base losses are 102.395 (test). 
At iter 1260/65582, epoch 1, the losses are 5.167 (train). the base losses are 104.726 (train). The time used is 18.651s. 
At iter 1270/65582, epoch 1, the losses are 5.196 (train). the base losses are 102.685 (train). The time used is 11.163s. 
At iter 1280/65582, epoch 1, the losses are 5.124 (train). the base losses are 102.040 (train). The time used is 18.893s. 
At iter 1290/65582, epoch 1, the losses are 5.243 (train). the base losses are 102.712 (train). The time used is 12.973s. 
At iter 1300/65582, epoch 1, the losses are 5.119 (train). the base losses are 102.670 (train). The time used is 12.436s. 
At iter 1300/65582, epoch 1, the losses are 5.287 (test). the base losses are 101.762 (test). 
At iter 1310/65582, epoch 1, the losses are 5.110 (train). the base losses are 103.518 (train). The time used is 20.268s. 
At iter 1320/65582, epoch 1, the losses are 5.191 (train). the base losses are 104.423 (train). The time used is 15.752s. 
At iter 1330/65582, epoch 1, the losses are 5.149 (train). the base losses are 102.601 (train). The time used is 15.351s. 
At iter 1340/65582, epoch 1, the losses are 5.137 (train). the base losses are 104.215 (train). The time used is 15.162s. 
At iter 1350/65582, epoch 1, the losses are 5.144 (train). the base losses are 103.681 (train). The time used is 9.688s. 
At iter 1350/65582, epoch 1, the losses are 5.191 (test). the base losses are 103.928 (test). 
At iter 1360/65582, epoch 1, the losses are 5.160 (train). the base losses are 104.052 (train). The time used is 22.009s. 
At iter 1370/65582, epoch 1, the losses are 5.162 (train). the base losses are 102.990 (train). The time used is 13.014s. 
At iter 1380/65582, epoch 1, the losses are 5.043 (train). the base losses are 103.487 (train). The time used is 14.891s. 
At iter 1390/65582, epoch 1, the losses are 5.069 (train). the base losses are 103.874 (train). The time used is 14.981s. 
At iter 1400/65582, epoch 1, the losses are 5.126 (train). the base losses are 103.701 (train). The time used is 14.223s. 
At iter 1400/65582, epoch 1, the losses are 5.183 (test). the base losses are 104.865 (test). 
At iter 1410/65582, epoch 1, the losses are 4.991 (train). the base losses are 103.052 (train). The time used is 23.064s. 
At iter 1420/65582, epoch 1, the losses are 5.069 (train). the base losses are 103.666 (train). The time used is 11.387s. 
At iter 1430/65582, epoch 1, the losses are 5.116 (train). the base losses are 103.743 (train). The time used is 10.831s. 
At iter 1440/65582, epoch 1, the losses are 5.073 (train). the base losses are 103.235 (train). The time used is 8.067s. 
At iter 1450/65582, epoch 1, the losses are 5.098 (train). the base losses are 102.638 (train). The time used is 14.075s. 
At iter 1450/65582, epoch 1, the losses are 5.101 (test). the base losses are 104.735 (test). 
At iter 1460/65582, epoch 1, the losses are 5.028 (train). the base losses are 102.685 (train). The time used is 26.678s. 
At iter 1470/65582, epoch 1, the losses are 4.938 (train). the base losses are 103.330 (train). The time used is 13.670s. 
At iter 1480/65582, epoch 1, the losses are 4.996 (train). the base losses are 102.096 (train). The time used is 13.815s. 
At iter 1490/65582, epoch 1, the losses are 5.083 (train). the base losses are 103.858 (train). The time used is 12.502s. 
At iter 1500/65582, epoch 1, the losses are 5.066 (train). the base losses are 104.968 (train). The time used is 11.045s. 
At iter 1500/65582, epoch 1, the losses are 5.099 (test). the base losses are 104.771 (test). 
At iter 1510/65582, epoch 1, the losses are 5.022 (train). the base losses are 103.599 (train). The time used is 25.065s. 
At iter 1520/65582, epoch 1, the losses are 4.982 (train). the base losses are 102.475 (train). The time used is 17.081s. 
At iter 1530/65582, epoch 1, the losses are 5.008 (train). the base losses are 102.457 (train). The time used is 17.891s. 
At iter 1540/65582, epoch 1, the losses are 5.000 (train). the base losses are 103.516 (train). The time used is 13.687s. 
At iter 1550/65582, epoch 1, the losses are 5.089 (train). the base losses are 103.544 (train). The time used is 11.774s. 
At iter 1550/65582, epoch 1, the losses are 5.032 (test). the base losses are 102.682 (test). 
At iter 1560/65582, epoch 1, the losses are 4.963 (train). the base losses are 103.463 (train). The time used is 21.833s. 
At iter 1570/65582, epoch 1, the losses are 4.955 (train). the base losses are 103.725 (train). The time used is 4.711s. 
At iter 1580/65582, epoch 1, the losses are 4.993 (train). the base losses are 103.294 (train). The time used is 10.141s. 
At iter 1590/65582, epoch 1, the losses are 4.981 (train). the base losses are 102.178 (train). The time used is 14.407s. 
At iter 1600/65582, epoch 1, the losses are 5.018 (train). the base losses are 102.410 (train). The time used is 19.375s. 
At iter 1600/65582, epoch 1, the losses are 4.997 (test). the base losses are 105.132 (test). 
At iter 1610/65582, epoch 1, the losses are 4.968 (train). the base losses are 103.630 (train). The time used is 26.762s. 
At iter 1620/65582, epoch 1, the losses are 4.976 (train). the base losses are 103.919 (train). The time used is 16.787s. 
At iter 1630/65582, epoch 1, the losses are 4.943 (train). the base losses are 103.697 (train). The time used is 12.903s. 
At iter 1640/65582, epoch 1, the losses are 4.926 (train). the base losses are 103.021 (train). The time used is 13.312s. 
At iter 1650/65582, epoch 1, the losses are 4.936 (train). the base losses are 102.788 (train). The time used is 11.580s. 
At iter 1650/65582, epoch 1, the losses are 4.924 (test). the base losses are 104.487 (test). 
At iter 1660/65582, epoch 1, the losses are 4.906 (train). the base losses are 103.432 (train). The time used is 25.495s. 
At iter 1670/65582, epoch 1, the losses are 4.878 (train). the base losses are 103.519 (train). The time used is 12.997s. 
At iter 1680/65582, epoch 1, the losses are 4.894 (train). the base losses are 104.352 (train). The time used is 18.289s. 
At iter 1690/65582, epoch 1, the losses are 4.907 (train). the base losses are 101.444 (train). The time used is 16.559s. 
At iter 1700/65582, epoch 1, the losses are 4.905 (train). the base losses are 102.627 (train). The time used is 17.198s. 
At iter 1700/65582, epoch 1, the losses are 5.027 (test). the base losses are 102.043 (test). 
At iter 1710/65582, epoch 1, the losses are 4.847 (train). the base losses are 103.815 (train). The time used is 21.433s. 
At iter 1720/65582, epoch 1, the losses are 4.839 (train). the base losses are 103.374 (train). The time used is 13.821s. 
At iter 1730/65582, epoch 1, the losses are 4.887 (train). the base losses are 101.642 (train). The time used is 15.492s. 
At iter 1740/65582, epoch 1, the losses are 4.893 (train). the base losses are 104.086 (train). The time used is 10.144s. 
At iter 1750/65582, epoch 1, the losses are 4.931 (train). the base losses are 104.678 (train). The time used is 13.907s. 
At iter 1750/65582, epoch 1, the losses are 4.852 (test). the base losses are 101.330 (test). 
At iter 1760/65582, epoch 1, the losses are 4.826 (train). the base losses are 103.641 (train). The time used is 26.035s. 
At iter 1770/65582, epoch 1, the losses are 4.766 (train). the base losses are 102.592 (train). The time used is 13.031s. 
At iter 1780/65582, epoch 1, the losses are 4.853 (train). the base losses are 103.357 (train). The time used is 9.336s. 
At iter 1790/65582, epoch 1, the losses are 4.900 (train). the base losses are 104.959 (train). The time used is 12.508s. 
At iter 1800/65582, epoch 1, the losses are 4.822 (train). the base losses are 104.102 (train). The time used is 10.610s. 
At iter 1800/65582, epoch 1, the losses are 4.834 (test). the base losses are 103.945 (test). 
At iter 1810/65582, epoch 1, the losses are 4.888 (train). the base losses are 103.774 (train). The time used is 17.820s. 
At iter 1820/65582, epoch 1, the losses are 4.893 (train). the base losses are 103.894 (train). The time used is 7.589s. 
At iter 1830/65582, epoch 1, the losses are 4.844 (train). the base losses are 103.297 (train). The time used is 13.097s. 
At iter 1840/65582, epoch 1, the losses are 4.832 (train). the base losses are 102.666 (train). The time used is 17.565s. 
At iter 1850/65582, epoch 1, the losses are 4.855 (train). the base losses are 103.252 (train). The time used is 10.405s. 
At iter 1850/65582, epoch 1, the losses are 4.883 (test). the base losses are 105.883 (test). 
At iter 1860/65582, epoch 1, the losses are 4.855 (train). the base losses are 101.703 (train). The time used is 11.203s. 
At iter 1870/65582, epoch 1, the losses are 4.855 (train). the base losses are 103.916 (train). The time used is 9.793s. 
At iter 1880/65582, epoch 1, the losses are 4.813 (train). the base losses are 103.488 (train). The time used is 13.455s. 
At iter 1890/65582, epoch 1, the losses are 4.821 (train). the base losses are 102.614 (train). The time used is 13.948s. 
At iter 1900/65582, epoch 1, the losses are 4.785 (train). the base losses are 103.750 (train). The time used is 18.589s. 
At iter 1900/65582, epoch 1, the losses are 4.796 (test). the base losses are 103.558 (test). 
At iter 1910/65582, epoch 1, the losses are 4.729 (train). the base losses are 101.966 (train). The time used is 20.996s. 
At iter 1920/65582, epoch 1, the losses are 4.827 (train). the base losses are 103.431 (train). The time used is 9.427s. 
At iter 1930/65582, epoch 1, the losses are 4.852 (train). the base losses are 102.065 (train). The time used is 16.626s. 
At iter 1940/65582, epoch 1, the losses are 4.698 (train). the base losses are 102.451 (train). The time used is 14.589s. 
At iter 1950/65582, epoch 1, the losses are 4.761 (train). the base losses are 103.627 (train). The time used is 13.531s. 
At iter 1950/65582, epoch 1, the losses are 4.722 (test). the base losses are 103.229 (test). 
At iter 1960/65582, epoch 1, the losses are 4.839 (train). the base losses are 104.570 (train). The time used is 17.044s. 
At iter 1970/65582, epoch 1, the losses are 4.860 (train). the base losses are 105.266 (train). The time used is 11.048s. 
At iter 1980/65582, epoch 1, the losses are 4.785 (train). the base losses are 103.470 (train). The time used is 12.346s. 
At iter 1990/65582, epoch 1, the losses are 4.767 (train). the base losses are 104.694 (train). The time used is 7.709s. 
At iter 2000/65582, epoch 1, the losses are 4.828 (train). the base losses are 102.837 (train). The time used is 13.080s. 
At iter 2000/65582, epoch 1, the losses are 4.900 (test). the base losses are 103.800 (test). 
At iter 2010/65582, epoch 1, the losses are 4.826 (train). the base losses are 103.426 (train). The time used is 30.882s. 
At iter 2020/65582, epoch 1, the losses are 4.869 (train). the base losses are 103.651 (train). The time used is 15.409s. 
At iter 2030/65582, epoch 1, the losses are 4.674 (train). the base losses are 102.763 (train). The time used is 9.583s. 
At iter 2040/65582, epoch 1, the losses are 4.823 (train). the base losses are 104.167 (train). The time used is 9.925s. 
At iter 2050/65582, epoch 1, the losses are 4.735 (train). the base losses are 104.067 (train). The time used is 12.854s. 
At iter 2050/65582, epoch 1, the losses are 4.741 (test). the base losses are 102.966 (test). 
At iter 2060/65582, epoch 1, the losses are 4.764 (train). the base losses are 103.633 (train). The time used is 27.401s. 
At iter 2070/65582, epoch 1, the losses are 4.723 (train). the base losses are 105.022 (train). The time used is 14.584s. 
At iter 2080/65582, epoch 1, the losses are 4.747 (train). the base losses are 102.864 (train). The time used is 14.811s. 
At iter 2090/65582, epoch 1, the losses are 4.749 (train). the base losses are 102.618 (train). The time used is 20.867s. 
At iter 2100/65582, epoch 1, the losses are 4.742 (train). the base losses are 104.744 (train). The time used is 14.061s. 
At iter 2100/65582, epoch 1, the losses are 4.819 (test). the base losses are 103.540 (test). 
At iter 2110/65582, epoch 1, the losses are 4.817 (train). the base losses are 103.691 (train). The time used is 28.017s. 
At iter 2120/65582, epoch 1, the losses are 4.722 (train). the base losses are 104.013 (train). The time used is 14.374s. 
At iter 2130/65582, epoch 1, the losses are 4.791 (train). the base losses are 103.391 (train). The time used is 14.071s. 
At iter 2140/65582, epoch 1, the losses are 4.701 (train). the base losses are 104.420 (train). The time used is 14.981s. 
At iter 2150/65582, epoch 1, the losses are 4.788 (train). the base losses are 104.337 (train). The time used is 14.423s. 
At iter 2150/65582, epoch 1, the losses are 4.787 (test). the base losses are 103.250 (test). 
At iter 2160/65582, epoch 1, the losses are 4.769 (train). the base losses are 104.789 (train). The time used is 17.405s. 
At iter 2170/65582, epoch 1, the losses are 4.813 (train). the base losses are 103.195 (train). The time used is 11.978s. 
At iter 2180/65582, epoch 1, the losses are 4.741 (train). the base losses are 104.386 (train). The time used is 18.473s. 
At iter 2190/65582, epoch 1, the losses are 4.725 (train). the base losses are 102.510 (train). The time used is 14.398s. 
At iter 2200/65582, epoch 1, the losses are 4.720 (train). the base losses are 103.407 (train). The time used is 11.770s. 
At iter 2200/65582, epoch 1, the losses are 4.728 (test). the base losses are 101.155 (test). 
At iter 2210/65582, epoch 1, the losses are 4.752 (train). the base losses are 102.806 (train). The time used is 21.027s. 
At iter 2220/65582, epoch 1, the losses are 4.690 (train). the base losses are 103.817 (train). The time used is 14.698s. 
At iter 2230/65582, epoch 1, the losses are 4.766 (train). the base losses are 101.766 (train). The time used is 15.769s. 
At iter 2240/65582, epoch 1, the losses are 4.733 (train). the base losses are 102.004 (train). The time used is 13.826s. 
At iter 2250/65582, epoch 1, the losses are 4.683 (train). the base losses are 103.052 (train). The time used is 9.602s. 
At iter 2250/65582, epoch 1, the losses are 4.786 (test). the base losses are 104.567 (test). 
At iter 2260/65582, epoch 1, the losses are 4.684 (train). the base losses are 102.299 (train). The time used is 20.084s. 
