Running prime number generator program on 6 CPU cores
cuda
8116 12349
number of parameters: 25.24M
The current lr is [0.0001].
At iter 10/8116, epoch 1, the losses are 70.211 (train). the base losses are 103.229 (train). The time used is 167.892s. 
At iter 900/8116, epoch 1, the losses are 5.848 (train). the base losses are 103.210 (train). The time used is 162.668s. 
At iter 900/8116, epoch 1, the losses are 5.993 (test). the base losses are 104.046 (test). 
At iter 910/8116, epoch 1, the losses are 5.766 (train). the base losses are 102.558 (train). The time used is 168.511s. 
At iter 920/8116, epoch 1, the losses are 5.773 (train). the base losses are 103.159 (train). The time used is 156.238s. 
At iter 930/8116, epoch 1, the losses are 5.742 (train). the base losses are 103.298 (train). The time used is 153.966s. 
At iter 940/8116, epoch 1, the losses are 5.724 (train). the base losses are 103.157 (train). The time used is 150.987s. 
At iter 950/8116, epoch 1, the losses are 5.699 (train). the base losses are 103.188 (train). The time used is 157.509s. 
At iter 950/8116, epoch 1, the losses are 5.826 (test). the base losses are 103.936 (test). 
At iter 960/8116, epoch 1, the losses are 5.694 (train). the base losses are 103.260 (train). The time used is 165.774s. 
At iter 970/8116, epoch 1, the losses are 5.645 (train). the base losses are 103.443 (train). The time used is 140.223s. 
At iter 980/8116, epoch 1, the losses are 5.623 (train). the base losses are 103.338 (train). The time used is 163.779s. 
At iter 990/8116, epoch 1, the losses are 5.620 (train). the base losses are 103.190 (train). The time used is 149.400s. 
At iter 1000/8116, epoch 1, the losses are 5.526 (train). the base losses are 103.412 (train). The time used is 170.616s. 
At iter 1000/8116, epoch 1, the losses are 5.754 (test). the base losses are 105.792 (test). 
At iter 1010/8116, epoch 1, the losses are 5.567 (train). the base losses are 102.505 (train). The time used is 166.191s. 
At iter 1020/8116, epoch 1, the losses are 5.524 (train). the base losses are 103.291 (train). The time used is 150.862s. 
At iter 1030/8116, epoch 1, the losses are 5.539 (train). the base losses are 103.387 (train). The time used is 148.472s. 
At iter 1040/8116, epoch 1, the losses are 5.486 (train). the base losses are 102.592 (train). The time used is 155.313s. 
At iter 1050/8116, epoch 1, the losses are 5.481 (train). the base losses are 103.255 (train). The time used is 155.066s. 
At iter 1050/8116, epoch 1, the losses are 5.600 (test). the base losses are 104.265 (test). 
At iter 1060/8116, epoch 1, the losses are 5.433 (train). the base losses are 103.284 (train). The time used is 160.938s. 
At iter 1070/8116, epoch 1, the losses are 5.422 (train). the base losses are 103.487 (train). The time used is 162.457s. 
At iter 1080/8116, epoch 1, the losses are 5.392 (train). the base losses are 103.197 (train). The time used is 153.892s. 
At iter 1090/8116, epoch 1, the losses are 5.365 (train). the base losses are 103.406 (train). The time used is 159.039s. 
At iter 1100/8116, epoch 1, the losses are 5.378 (train). the base losses are 102.733 (train). The time used is 152.582s. 
At iter 1100/8116, epoch 1, the losses are 5.609 (test). the base losses are 104.363 (test). 
At iter 1110/8116, epoch 1, the losses are 5.384 (train). the base losses are 103.026 (train). The time used is 178.018s. 
At iter 1120/8116, epoch 1, the losses are 5.322 (train). the base losses are 103.054 (train). The time used is 144.710s. 
At iter 1130/8116, epoch 1, the losses are 5.279 (train). the base losses are 102.673 (train). The time used is 150.190s. 
At iter 1140/8116, epoch 1, the losses are 5.312 (train). the base losses are 102.992 (train). The time used is 172.640s. 
At iter 1150/8116, epoch 1, the losses are 5.337 (train). the base losses are 103.182 (train). The time used is 151.571s. 
At iter 1150/8116, epoch 1, the losses are 5.381 (test). the base losses are 105.226 (test). 
At iter 1160/8116, epoch 1, the losses are 5.343 (train). the base losses are 103.483 (train). The time used is 160.790s. 
At iter 1170/8116, epoch 1, the losses are 5.268 (train). the base losses are 103.361 (train). The time used is 166.524s. 
At iter 1180/8116, epoch 1, the losses are 5.276 (train). the base losses are 103.462 (train). The time used is 154.470s. 
At iter 1190/8116, epoch 1, the losses are 5.259 (train). the base losses are 103.298 (train). The time used is 161.933s. 
At iter 1200/8116, epoch 1, the losses are 5.229 (train). the base losses are 103.048 (train). The time used is 156.298s. 
At iter 1200/8116, epoch 1, the losses are 5.409 (test). the base losses are 105.117 (test). 
At iter 1210/8116, epoch 1, the losses are 5.231 (train). the base losses are 103.004 (train). The time used is 171.636s. 
At iter 1220/8116, epoch 1, the losses are 5.217 (train). the base losses are 102.907 (train). The time used is 168.417s. 
At iter 1230/8116, epoch 1, the losses are 5.190 (train). the base losses are 103.493 (train). The time used is 166.098s. 
At iter 1240/8116, epoch 1, the losses are 5.173 (train). the base losses are 103.077 (train). The time used is 149.264s. 
At iter 1250/8116, epoch 1, the losses are 5.171 (train). the base losses are 103.368 (train). The time used is 160.347s. 
At iter 1250/8116, epoch 1, the losses are 5.282 (test). the base losses are 102.623 (test). 
At iter 1260/8116, epoch 1, the losses are 5.138 (train). the base losses are 102.873 (train). The time used is 172.748s. 
At iter 1270/8116, epoch 1, the losses are 5.134 (train). the base losses are 103.327 (train). The time used is 162.144s. 
At iter 1280/8116, epoch 1, the losses are 5.139 (train). the base losses are 102.715 (train). The time used is 164.536s. 
At iter 1290/8116, epoch 1, the losses are 5.101 (train). the base losses are 103.105 (train). The time used is 156.100s. 
At iter 1300/8116, epoch 1, the losses are 5.125 (train). the base losses are 102.877 (train). The time used is 155.107s. 
At iter 1300/8116, epoch 1, the losses are 5.298 (test). the base losses are 108.233 (test). 
At iter 1310/8116, epoch 1, the losses are 5.142 (train). the base losses are 103.160 (train). The time used is 169.748s. 
At iter 1320/8116, epoch 1, the losses are 5.135 (train). the base losses are 103.000 (train). The time used is 143.473s. 
At iter 1330/8116, epoch 1, the losses are 5.095 (train). the base losses are 103.274 (train). The time used is 169.392s. 
At iter 1340/8116, epoch 1, the losses are 5.099 (train). the base losses are 103.033 (train). The time used is 162.669s. 
At iter 1350/8116, epoch 1, the losses are 5.076 (train). the base losses are 102.556 (train). The time used is 163.963s. 
At iter 1350/8116, epoch 1, the losses are 5.327 (test). the base losses are 107.357 (test). 
At iter 1360/8116, epoch 1, the losses are 5.071 (train). the base losses are 103.784 (train). The time used is 174.719s. 
At iter 1370/8116, epoch 1, the losses are 5.021 (train). the base losses are 103.660 (train). The time used is 164.475s. 
At iter 1380/8116, epoch 1, the losses are 5.043 (train). the base losses are 103.559 (train). The time used is 138.824s. 
At iter 1390/8116, epoch 1, the losses are 5.021 (train). the base losses are 103.439 (train). The time used is 163.675s. 
At iter 1400/8116, epoch 1, the losses are 5.058 (train). the base losses are 103.667 (train). The time used is 149.726s. 
At iter 1400/8116, epoch 1, the losses are 5.218 (test). the base losses are 105.528 (test). 
At iter 1410/8116, epoch 1, the losses are 5.006 (train). the base losses are 102.998 (train). The time used is 152.159s. 
At iter 1420/8116, epoch 1, the losses are 4.985 (train). the base losses are 102.571 (train). The time used is 164.663s. 
At iter 1430/8116, epoch 1, the losses are 5.018 (train). the base losses are 103.380 (train). The time used is 159.311s. 
At iter 1440/8116, epoch 1, the losses are 5.007 (train). the base losses are 103.195 (train). The time used is 159.048s. 
At iter 1450/8116, epoch 1, the losses are 4.986 (train). the base losses are 102.972 (train). The time used is 175.255s. 
At iter 1450/8116, epoch 1, the losses are 5.110 (test). the base losses are 105.067 (test). 
At iter 1460/8116, epoch 1, the losses are 4.991 (train). the base losses are 102.957 (train). The time used is 155.859s. 
At iter 1470/8116, epoch 1, the losses are 5.001 (train). the base losses are 103.977 (train). The time used is 146.249s. 
At iter 1480/8116, epoch 1, the losses are 4.994 (train). the base losses are 103.021 (train). The time used is 168.403s. 
At iter 1490/8116, epoch 1, the losses are 4.970 (train). the base losses are 103.289 (train). The time used is 152.132s. 
At iter 1500/8116, epoch 1, the losses are 4.954 (train). the base losses are 103.050 (train). The time used is 151.962s. 
At iter 1500/8116, epoch 1, the losses are 5.160 (test). the base losses are 104.812 (test). 
At iter 1510/8116, epoch 1, the losses are 4.960 (train). the base losses are 103.136 (train). The time used is 181.423s. 
At iter 1520/8116, epoch 1, the losses are 4.947 (train). the base losses are 102.905 (train). The time used is 162.597s. 
At iter 1530/8116, epoch 1, the losses are 4.943 (train). the base losses are 103.719 (train). The time used is 168.094s. 
At iter 1540/8116, epoch 1, the losses are 4.952 (train). the base losses are 103.600 (train). The time used is 157.039s. 
At iter 1550/8116, epoch 1, the losses are 4.909 (train). the base losses are 103.162 (train). The time used is 140.226s. 
At iter 1550/8116, epoch 1, the losses are 5.106 (test). the base losses are 105.653 (test). 
At iter 1560/8116, epoch 1, the losses are 4.921 (train). the base losses are 102.959 (train). The time used is 179.653s. 
At iter 1570/8116, epoch 1, the losses are 4.903 (train). the base losses are 103.299 (train). The time used is 154.485s. 
At iter 1580/8116, epoch 1, the losses are 4.895 (train). the base losses are 102.595 (train). The time used is 176.522s. 
At iter 1590/8116, epoch 1, the losses are 4.903 (train). the base losses are 103.598 (train). The time used is 151.839s. 
At iter 1600/8116, epoch 1, the losses are 4.892 (train). the base losses are 102.803 (train). The time used is 160.294s. 
At iter 1600/8116, epoch 1, the losses are 5.051 (test). the base losses are 104.581 (test). 
At iter 1610/8116, epoch 1, the losses are 4.869 (train). the base losses are 103.136 (train). The time used is 167.350s. 
At iter 1620/8116, epoch 1, the losses are 4.900 (train). the base losses are 103.169 (train). The time used is 166.263s. 
At iter 1630/8116, epoch 1, the losses are 4.862 (train). the base losses are 103.235 (train). The time used is 156.117s. 
At iter 1640/8116, epoch 1, the losses are 4.854 (train). the base losses are 103.167 (train). The time used is 171.039s. 
At iter 1650/8116, epoch 1, the losses are 4.862 (train). the base losses are 103.686 (train). The time used is 152.966s. 
At iter 1650/8116, epoch 1, the losses are 5.016 (test). the base losses are 105.073 (test). 
At iter 1660/8116, epoch 1, the losses are 4.884 (train). the base losses are 103.647 (train). The time used is 178.848s. 
At iter 1670/8116, epoch 1, the losses are 4.848 (train). the base losses are 103.587 (train). The time used is 175.252s. 
At iter 1680/8116, epoch 1, the losses are 4.870 (train). the base losses are 103.246 (train). The time used is 153.732s. 
At iter 1690/8116, epoch 1, the losses are 4.852 (train). the base losses are 103.769 (train). The time used is 163.522s. 
At iter 1700/8116, epoch 1, the losses are 4.845 (train). the base losses are 103.074 (train). The time used is 163.495s. 
At iter 1700/8116, epoch 1, the losses are 5.038 (test). the base losses are 105.324 (test). 
At iter 1710/8116, epoch 1, the losses are 4.848 (train). the base losses are 103.488 (train). The time used is 170.281s. 
At iter 1720/8116, epoch 1, the losses are 4.806 (train). the base losses are 102.637 (train). The time used is 173.174s. 
At iter 1730/8116, epoch 1, the losses are 4.821 (train). the base losses are 103.586 (train). The time used is 168.982s. 
At iter 1740/8116, epoch 1, the losses are 4.817 (train). the base losses are 103.090 (train). The time used is 174.254s. 
At iter 1750/8116, epoch 1, the losses are 4.826 (train). the base losses are 103.066 (train). The time used is 157.809s. 
At iter 1750/8116, epoch 1, the losses are 5.091 (test). the base losses are 104.797 (test). 
At iter 1760/8116, epoch 1, the losses are 4.805 (train). the base losses are 102.887 (train). The time used is 166.559s. 
At iter 1770/8116, epoch 1, the losses are 4.786 (train). the base losses are 103.225 (train). The time used is 162.704s. 
At iter 1780/8116, epoch 1, the losses are 4.808 (train). the base losses are 103.333 (train). The time used is 154.943s. 
At iter 1790/8116, epoch 1, the losses are 4.816 (train). the base losses are 103.725 (train). The time used is 160.112s. 
At iter 1800/8116, epoch 1, the losses are 4.805 (train). the base losses are 102.826 (train). The time used is 141.844s. 
At iter 1800/8116, epoch 1, the losses are 4.873 (test). the base losses are 101.714 (test). 
At iter 1810/8116, epoch 1, the losses are 4.797 (train). the base losses are 103.195 (train). The time used is 158.816s. 
At iter 1820/8116, epoch 1, the losses are 4.781 (train). the base losses are 102.815 (train). The time used is 167.125s. 
At iter 1830/8116, epoch 1, the losses are 4.764 (train). the base losses are 103.293 (train). The time used is 158.893s. 
At iter 1840/8116, epoch 1, the losses are 4.788 (train). the base losses are 103.225 (train). The time used is 157.574s. 
At iter 1850/8116, epoch 1, the losses are 4.841 (train). the base losses are 103.193 (train). The time used is 155.164s. 
At iter 1850/8116, epoch 1, the losses are 4.923 (test). the base losses are 104.966 (test). 
At iter 1860/8116, epoch 1, the losses are 4.804 (train). the base losses are 102.674 (train). The time used is 158.932s. 
At iter 1870/8116, epoch 1, the losses are 4.772 (train). the base losses are 102.764 (train). The time used is 164.323s. 
At iter 1880/8116, epoch 1, the losses are 4.779 (train). the base losses are 103.739 (train). The time used is 168.085s. 
At iter 1890/8116, epoch 1, the losses are 4.763 (train). the base losses are 103.297 (train). The time used is 155.223s. 
At iter 1900/8116, epoch 1, the losses are 4.760 (train). the base losses are 102.681 (train). The time used is 169.951s. 
At iter 1900/8116, epoch 1, the losses are 4.955 (test). the base losses are 104.623 (test). 
At iter 1910/8116, epoch 1, the losses are 4.765 (train). the base losses are 103.123 (train). The time used is 192.465s. 
At iter 1920/8116, epoch 1, the losses are 4.751 (train). the base losses are 102.621 (train). The time used is 160.361s. 
At iter 1930/8116, epoch 1, the losses are 4.741 (train). the base losses are 103.545 (train). The time used is 167.972s. 
At iter 1940/8116, epoch 1, the losses are 4.740 (train). the base losses are 103.162 (train). The time used is 166.219s. 
At iter 1950/8116, epoch 1, the losses are 4.736 (train). the base losses are 102.955 (train). The time used is 169.739s. 
At iter 1950/8116, epoch 1, the losses are 4.901 (test). the base losses are 104.762 (test). 
At iter 1960/8116, epoch 1, the losses are 4.724 (train). the base losses are 103.430 (train). The time used is 168.084s. 
At iter 1970/8116, epoch 1, the losses are 4.728 (train). the base losses are 102.699 (train). The time used is 175.251s. 
At iter 1980/8116, epoch 1, the losses are 4.750 (train). the base losses are 103.212 (train). The time used is 162.124s. 
At iter 1990/8116, epoch 1, the losses are 4.748 (train). the base losses are 103.293 (train). The time used is 165.376s. 
At iter 2000/8116, epoch 1, the losses are 4.718 (train). the base losses are 103.436 (train). The time used is 143.758s. 
At iter 2000/8116, epoch 1, the losses are 4.887 (test). the base losses are 100.679 (test). 
At iter 2010/8116, epoch 1, the losses are 4.712 (train). the base losses are 102.668 (train). The time used is 171.534s. 
At iter 2020/8116, epoch 1, the losses are 4.722 (train). the base losses are 103.573 (train). The time used is 148.053s. 
At iter 2030/8116, epoch 1, the losses are 4.718 (train). the base losses are 103.376 (train). The time used is 175.567s. 
At iter 2040/8116, epoch 1, the losses are 4.721 (train). the base losses are 103.639 (train). The time used is 161.950s. 
At iter 2050/8116, epoch 1, the losses are 4.701 (train). the base losses are 102.656 (train). The time used is 166.496s. 
At iter 2050/8116, epoch 1, the losses are 4.860 (test). the base losses are 101.907 (test). 
At iter 2060/8116, epoch 1, the losses are 4.723 (train). the base losses are 103.438 (train). The time used is 169.780s. 
At iter 2070/8116, epoch 1, the losses are 4.730 (train). the base losses are 102.994 (train). The time used is 173.081s. 
At iter 2080/8116, epoch 1, the losses are 4.723 (train). the base losses are 103.092 (train). The time used is 159.332s. 
At iter 2090/8116, epoch 1, the losses are 4.713 (train). the base losses are 103.233 (train). The time used is 163.835s. 
At iter 2100/8116, epoch 1, the losses are 4.687 (train). the base losses are 103.325 (train). The time used is 162.555s. 
At iter 2100/8116, epoch 1, the losses are 4.838 (test). the base losses are 103.800 (test). 
At iter 2110/8116, epoch 1, the losses are 4.705 (train). the base losses are 103.575 (train). The time used is 177.225s. 
At iter 2120/8116, epoch 1, the losses are 4.653 (train). the base losses are 103.436 (train). The time used is 160.537s. 
At iter 2130/8116, epoch 1, the losses are 4.709 (train). the base losses are 103.291 (train). The time used is 176.939s. 
At iter 2140/8116, epoch 1, the losses are 4.651 (train). the base losses are 102.755 (train). The time used is 147.566s. 
At iter 2150/8116, epoch 1, the losses are 4.692 (train). the base losses are 103.408 (train). The time used is 150.772s. 
At iter 2150/8116, epoch 1, the losses are 4.836 (test). the base losses are 104.584 (test). 
At iter 2160/8116, epoch 1, the losses are 4.686 (train). the base losses are 103.244 (train). The time used is 178.510s. 
At iter 2170/8116, epoch 1, the losses are 4.725 (train). the base losses are 103.338 (train). The time used is 145.770s. 
At iter 2180/8116, epoch 1, the losses are 4.660 (train). the base losses are 102.845 (train). The time used is 155.846s. 
At iter 2190/8116, epoch 1, the losses are 4.673 (train). the base losses are 102.568 (train). The time used is 160.002s. 
At iter 2200/8116, epoch 1, the losses are 4.666 (train). the base losses are 103.411 (train). The time used is 163.038s. 
At iter 2200/8116, epoch 1, the losses are 4.784 (test). the base losses are 104.916 (test). 
At iter 2210/8116, epoch 1, the losses are 4.661 (train). the base losses are 103.209 (train). The time used is 183.777s. 
At iter 2220/8116, epoch 1, the losses are 4.664 (train). the base losses are 103.060 (train). The time used is 150.653s. 
At iter 2230/8116, epoch 1, the losses are 4.689 (train). the base losses are 103.632 (train). The time used is 168.904s. 
At iter 2240/8116, epoch 1, the losses are 4.679 (train). the base losses are 103.589 (train). The time used is 168.207s. 
At iter 2250/8116, epoch 1, the losses are 4.651 (train). the base losses are 103.989 (train). The time used is 151.850s. 
At iter 2250/8116, epoch 1, the losses are 4.738 (test). the base losses are 104.383 (test). 
At iter 2260/8116, epoch 1, the losses are 4.658 (train). the base losses are 102.923 (train). The time used is 176.774s. 
