Running prime number generator program on 5 CPU cores
cuda
{'nfeature': 19, 'ndim': 512, 'dropout': 0.5, 'n_layer': 8, 'n_head': 8, 'is_mask': True, 'is_bias': True, 'block_size': 256, 'batch_size': 64, 'move_step': 10, 'fs': 90, 'target_dim': 19, 'k': 6}
DisMSELoss_step10_dis6_nlay8_ndim512
8116 12349
number of parameters: 25.24M
The current lr is [0.0001].
At iter 2/8116, epoch 1, the losses are 0.224 (train). the base losses are 0.129 (train). The time used is 28.377s. 
At iter 44/8116, epoch 1, the losses are 0.224 (train). the base losses are 0.109 (train). The time used is 19.168s. 
At iter 46/8116, epoch 1, the losses are 0.220 (train). the base losses are 0.115 (train). The time used is 22.668s. 
At iter 48/8116, epoch 1, the losses are 0.219 (train). the base losses are 0.119 (train). The time used is 20.411s. 
At iter 50/8116, epoch 1, the losses are 0.220 (train). the base losses are 0.111 (train). The time used is 30.479s. 
At iter 50/8116, epoch 1, the losses are 0.230 (test). the base losses are 0.102 (test). 
At iter 52/8116, epoch 1, the losses are 0.235 (train). the base losses are 0.112 (train). The time used is 22.516s. 
At iter 54/8116, epoch 1, the losses are 0.224 (train). the base losses are 0.118 (train). The time used is 20.512s. 
At iter 56/8116, epoch 1, the losses are 0.220 (train). the base losses are 0.119 (train). The time used is 20.354s. 
At iter 58/8116, epoch 1, the losses are 0.214 (train). the base losses are 0.112 (train). The time used is 25.004s. 
At iter 60/8116, epoch 1, the losses are 0.221 (train). the base losses are 0.126 (train). The time used is 26.658s. 
At iter 62/8116, epoch 1, the losses are 0.212 (train). the base losses are 0.117 (train). The time used is 26.525s. 
At iter 64/8116, epoch 1, the losses are 0.222 (train). the base losses are 0.125 (train). The time used is 14.229s. 
At iter 66/8116, epoch 1, the losses are 0.226 (train). the base losses are 0.130 (train). The time used is 18.932s. 
At iter 68/8116, epoch 1, the losses are 0.221 (train). the base losses are 0.115 (train). The time used is 13.710s. 
At iter 70/8116, epoch 1, the losses are 0.224 (train). the base losses are 0.109 (train). The time used is 20.073s. 
At iter 72/8116, epoch 1, the losses are 0.217 (train). the base losses are 0.113 (train). The time used is 30.563s. 
At iter 74/8116, epoch 1, the losses are 0.221 (train). the base losses are 0.114 (train). The time used is 21.438s. 
At iter 76/8116, epoch 1, the losses are 0.223 (train). the base losses are 0.128 (train). The time used is 16.396s. 
At iter 78/8116, epoch 1, the losses are 0.216 (train). the base losses are 0.124 (train). The time used is 19.676s. 
At iter 80/8116, epoch 1, the losses are 0.217 (train). the base losses are 0.108 (train). The time used is 19.154s. 
At iter 82/8116, epoch 1, the losses are 0.224 (train). the base losses are 0.114 (train). The time used is 16.180s. 
At iter 84/8116, epoch 1, the losses are 0.213 (train). the base losses are 0.121 (train). The time used is 18.791s. 
At iter 86/8116, epoch 1, the losses are 0.221 (train). the base losses are 0.117 (train). The time used is 18.129s. 
At iter 88/8116, epoch 1, the losses are 0.220 (train). the base losses are 0.109 (train). The time used is 22.747s. 
At iter 90/8116, epoch 1, the losses are 0.225 (train). the base losses are 0.116 (train). The time used is 16.007s. 
At iter 92/8116, epoch 1, the losses are 0.222 (train). the base losses are 0.109 (train). The time used is 16.546s. 
At iter 94/8116, epoch 1, the losses are 0.217 (train). the base losses are 0.114 (train). The time used is 27.202s. 
At iter 96/8116, epoch 1, the losses are 0.225 (train). the base losses are 0.127 (train). The time used is 21.130s. 
At iter 98/8116, epoch 1, the losses are 0.218 (train). the base losses are 0.114 (train). The time used is 20.074s. 
At iter 100/8116, epoch 1, the losses are 0.214 (train). the base losses are 0.120 (train). The time used is 17.600s. 
At iter 100/8116, epoch 1, the losses are 0.223 (test). the base losses are 0.091 (test). 
At iter 102/8116, epoch 1, the losses are 0.213 (train). the base losses are 0.119 (train). The time used is 23.725s. 
At iter 104/8116, epoch 1, the losses are 0.214 (train). the base losses are 0.114 (train). The time used is 28.095s. 
At iter 106/8116, epoch 1, the losses are 0.216 (train). the base losses are 0.121 (train). The time used is 19.001s. 
At iter 108/8116, epoch 1, the losses are 0.210 (train). the base losses are 0.116 (train). The time used is 24.392s. 
At iter 110/8116, epoch 1, the losses are 0.210 (train). the base losses are 0.117 (train). The time used is 18.930s. 
At iter 112/8116, epoch 1, the losses are 0.220 (train). the base losses are 0.122 (train). The time used is 18.734s. 
At iter 114/8116, epoch 1, the losses are 0.221 (train). the base losses are 0.123 (train). The time used is 18.526s. 
At iter 116/8116, epoch 1, the losses are 0.218 (train). the base losses are 0.123 (train). The time used is 14.763s. 
At iter 118/8116, epoch 1, the losses are 0.222 (train). the base losses are 0.120 (train). The time used is 19.130s. 
At iter 120/8116, epoch 1, the losses are 0.210 (train). the base losses are 0.113 (train). The time used is 23.937s. 
At iter 122/8116, epoch 1, the losses are 0.215 (train). the base losses are 0.130 (train). The time used is 20.673s. 
At iter 124/8116, epoch 1, the losses are 0.217 (train). the base losses are 0.123 (train). The time used is 23.691s. 
At iter 126/8116, epoch 1, the losses are 0.212 (train). the base losses are 0.117 (train). The time used is 15.693s. 
At iter 128/8116, epoch 1, the losses are 0.213 (train). the base losses are 0.118 (train). The time used is 21.018s. 
At iter 130/8116, epoch 1, the losses are 0.223 (train). the base losses are 0.118 (train). The time used is 21.388s. 
At iter 132/8116, epoch 1, the losses are 0.214 (train). the base losses are 0.112 (train). The time used is 19.834s. 
At iter 134/8116, epoch 1, the losses are 0.214 (train). the base losses are 0.114 (train). The time used is 20.293s. 
At iter 136/8116, epoch 1, the losses are 0.208 (train). the base losses are 0.119 (train). The time used is 21.017s. 
At iter 138/8116, epoch 1, the losses are 0.216 (train). the base losses are 0.112 (train). The time used is 21.655s. 
At iter 140/8116, epoch 1, the losses are 0.214 (train). the base losses are 0.111 (train). The time used is 19.462s. 
At iter 142/8116, epoch 1, the losses are 0.217 (train). the base losses are 0.117 (train). The time used is 24.172s. 
At iter 144/8116, epoch 1, the losses are 0.215 (train). the base losses are 0.115 (train). The time used is 22.573s. 
At iter 146/8116, epoch 1, the losses are 0.218 (train). the base losses are 0.120 (train). The time used is 16.339s. 
At iter 148/8116, epoch 1, the losses are 0.211 (train). the base losses are 0.118 (train). The time used is 13.240s. 
At iter 150/8116, epoch 1, the losses are 0.218 (train). the base losses are 0.117 (train). The time used is 17.484s. 
At iter 150/8116, epoch 1, the losses are 0.221 (test). the base losses are 0.100 (test). 
At iter 152/8116, epoch 1, the losses are 0.215 (train). the base losses are 0.121 (train). The time used is 21.825s. 
At iter 154/8116, epoch 1, the losses are 0.203 (train). the base losses are 0.113 (train). The time used is 17.090s. 
At iter 156/8116, epoch 1, the losses are 0.212 (train). the base losses are 0.115 (train). The time used is 22.542s. 
At iter 158/8116, epoch 1, the losses are 0.212 (train). the base losses are 0.123 (train). The time used is 22.032s. 
At iter 160/8116, epoch 1, the losses are 0.212 (train). the base losses are 0.113 (train). The time used is 24.967s. 
At iter 162/8116, epoch 1, the losses are 0.212 (train). the base losses are 0.115 (train). The time used is 22.172s. 
At iter 164/8116, epoch 1, the losses are 0.208 (train). the base losses are 0.113 (train). The time used is 19.750s. 
At iter 166/8116, epoch 1, the losses are 0.212 (train). the base losses are 0.111 (train). The time used is 18.952s. 
At iter 168/8116, epoch 1, the losses are 0.212 (train). the base losses are 0.115 (train). The time used is 22.206s. 
At iter 170/8116, epoch 1, the losses are 0.207 (train). the base losses are 0.115 (train). The time used is 15.765s. 
At iter 172/8116, epoch 1, the losses are 0.205 (train). the base losses are 0.108 (train). The time used is 21.321s. 
At iter 174/8116, epoch 1, the losses are 0.205 (train). the base losses are 0.112 (train). The time used is 15.569s. 
At iter 176/8116, epoch 1, the losses are 0.201 (train). the base losses are 0.122 (train). The time used is 19.275s. 
At iter 178/8116, epoch 1, the losses are 0.198 (train). the base losses are 0.110 (train). The time used is 22.032s. 
At iter 180/8116, epoch 1, the losses are 0.203 (train). the base losses are 0.121 (train). The time used is 19.259s. 
At iter 182/8116, epoch 1, the losses are 0.209 (train). the base losses are 0.127 (train). The time used is 21.233s. 
At iter 184/8116, epoch 1, the losses are 0.209 (train). the base losses are 0.119 (train). The time used is 17.584s. 
At iter 186/8116, epoch 1, the losses are 0.210 (train). the base losses are 0.120 (train). The time used is 19.605s. 
At iter 188/8116, epoch 1, the losses are 0.206 (train). the base losses are 0.116 (train). The time used is 15.122s. 
At iter 190/8116, epoch 1, the losses are 0.210 (train). the base losses are 0.114 (train). The time used is 23.162s. 
At iter 192/8116, epoch 1, the losses are 0.202 (train). the base losses are 0.115 (train). The time used is 19.215s. 
At iter 194/8116, epoch 1, the losses are 0.204 (train). the base losses are 0.112 (train). The time used is 22.477s. 
At iter 196/8116, epoch 1, the losses are 0.209 (train). the base losses are 0.115 (train). The time used is 19.362s. 
At iter 198/8116, epoch 1, the losses are 0.200 (train). the base losses are 0.113 (train). The time used is 24.857s. 
At iter 200/8116, epoch 1, the losses are 0.208 (train). the base losses are 0.116 (train). The time used is 21.982s. 
At iter 200/8116, epoch 1, the losses are 0.216 (test). the base losses are 0.103 (test). 
At iter 202/8116, epoch 1, the losses are 0.208 (train). the base losses are 0.117 (train). The time used is 20.800s. 
At iter 204/8116, epoch 1, the losses are 0.201 (train). the base losses are 0.113 (train). The time used is 18.970s. 
At iter 206/8116, epoch 1, the losses are 0.210 (train). the base losses are 0.117 (train). The time used is 24.490s. 
At iter 208/8116, epoch 1, the losses are 0.206 (train). the base losses are 0.124 (train). The time used is 15.282s. 
At iter 210/8116, epoch 1, the losses are 0.206 (train). the base losses are 0.120 (train). The time used is 19.466s. 
At iter 212/8116, epoch 1, the losses are 0.204 (train). the base losses are 0.112 (train). The time used is 25.546s. 
At iter 214/8116, epoch 1, the losses are 0.208 (train). the base losses are 0.110 (train). The time used is 21.656s. 
At iter 216/8116, epoch 1, the losses are 0.199 (train). the base losses are 0.114 (train). The time used is 21.074s. 
At iter 218/8116, epoch 1, the losses are 0.206 (train). the base losses are 0.116 (train). The time used is 17.726s. 
At iter 220/8116, epoch 1, the losses are 0.205 (train). the base losses are 0.117 (train). The time used is 20.863s. 
At iter 222/8116, epoch 1, the losses are 0.204 (train). the base losses are 0.114 (train). The time used is 15.370s. 
At iter 224/8116, epoch 1, the losses are 0.204 (train). the base losses are 0.121 (train). The time used is 27.359s. 
At iter 226/8116, epoch 1, the losses are 0.194 (train). the base losses are 0.112 (train). The time used is 22.691s. 
At iter 228/8116, epoch 1, the losses are 0.200 (train). the base losses are 0.116 (train). The time used is 29.788s. 
At iter 230/8116, epoch 1, the losses are 0.202 (train). the base losses are 0.123 (train). The time used is 21.687s. 
At iter 232/8116, epoch 1, the losses are 0.201 (train). the base losses are 0.122 (train). The time used is 24.871s. 
At iter 234/8116, epoch 1, the losses are 0.204 (train). the base losses are 0.125 (train). The time used is 18.173s. 
At iter 236/8116, epoch 1, the losses are 0.204 (train). the base losses are 0.124 (train). The time used is 19.307s. 
At iter 238/8116, epoch 1, the losses are 0.202 (train). the base losses are 0.116 (train). The time used is 20.383s. 
At iter 240/8116, epoch 1, the losses are 0.198 (train). the base losses are 0.124 (train). The time used is 23.220s. 
At iter 242/8116, epoch 1, the losses are 0.201 (train). the base losses are 0.114 (train). The time used is 22.277s. 
At iter 244/8116, epoch 1, the losses are 0.206 (train). the base losses are 0.116 (train). The time used is 17.365s. 
At iter 246/8116, epoch 1, the losses are 0.199 (train). the base losses are 0.116 (train). The time used is 14.432s. 
At iter 248/8116, epoch 1, the losses are 0.200 (train). the base losses are 0.120 (train). The time used is 19.066s. 
At iter 250/8116, epoch 1, the losses are 0.201 (train). the base losses are 0.125 (train). The time used is 21.244s. 
At iter 250/8116, epoch 1, the losses are 0.216 (test). the base losses are 0.123 (test). 
At iter 252/8116, epoch 1, the losses are 0.204 (train). the base losses are 0.125 (train). The time used is 25.836s. 
At iter 254/8116, epoch 1, the losses are 0.199 (train). the base losses are 0.115 (train). The time used is 22.256s. 
At iter 256/8116, epoch 1, the losses are 0.198 (train). the base losses are 0.124 (train). The time used is 22.898s. 
At iter 258/8116, epoch 1, the losses are 0.193 (train). the base losses are 0.112 (train). The time used is 17.268s. 
At iter 260/8116, epoch 1, the losses are 0.196 (train). the base losses are 0.121 (train). The time used is 25.731s. 
At iter 262/8116, epoch 1, the losses are 0.193 (train). the base losses are 0.116 (train). The time used is 19.521s. 
At iter 264/8116, epoch 1, the losses are 0.194 (train). the base losses are 0.113 (train). The time used is 24.036s. 
At iter 266/8116, epoch 1, the losses are 0.194 (train). the base losses are 0.116 (train). The time used is 19.841s. 
At iter 268/8116, epoch 1, the losses are 0.190 (train). the base losses are 0.131 (train). The time used is 14.430s. 
At iter 270/8116, epoch 1, the losses are 0.197 (train). the base losses are 0.113 (train). The time used is 20.349s. 
At iter 272/8116, epoch 1, the losses are 0.192 (train). the base losses are 0.121 (train). The time used is 23.762s. 
At iter 274/8116, epoch 1, the losses are 0.188 (train). the base losses are 0.123 (train). The time used is 19.327s. 
At iter 276/8116, epoch 1, the losses are 0.190 (train). the base losses are 0.106 (train). The time used is 22.192s. 
At iter 278/8116, epoch 1, the losses are 0.189 (train). the base losses are 0.120 (train). The time used is 21.430s. 
At iter 280/8116, epoch 1, the losses are 0.192 (train). the base losses are 0.118 (train). The time used is 23.936s. 
At iter 282/8116, epoch 1, the losses are 0.189 (train). the base losses are 0.112 (train). The time used is 17.189s. 
At iter 284/8116, epoch 1, the losses are 0.196 (train). the base losses are 0.120 (train). The time used is 22.202s. 
At iter 286/8116, epoch 1, the losses are 0.190 (train). the base losses are 0.132 (train). The time used is 20.626s. 
At iter 288/8116, epoch 1, the losses are 0.186 (train). the base losses are 0.115 (train). The time used is 22.239s. 
At iter 290/8116, epoch 1, the losses are 0.192 (train). the base losses are 0.117 (train). The time used is 22.482s. 
At iter 292/8116, epoch 1, the losses are 0.189 (train). the base losses are 0.121 (train). The time used is 18.522s. 
At iter 294/8116, epoch 1, the losses are 0.195 (train). the base losses are 0.123 (train). The time used is 16.790s. 
At iter 296/8116, epoch 1, the losses are 0.188 (train). the base losses are 0.115 (train). The time used is 22.440s. 
At iter 298/8116, epoch 1, the losses are 0.186 (train). the base losses are 0.114 (train). The time used is 22.453s. 
At iter 300/8116, epoch 1, the losses are 0.184 (train). the base losses are 0.117 (train). The time used is 15.826s. 
At iter 300/8116, epoch 1, the losses are 0.192 (test). the base losses are 0.128 (test). 
At iter 302/8116, epoch 1, the losses are 0.186 (train). the base losses are 0.121 (train). The time used is 23.936s. 
At iter 304/8116, epoch 1, the losses are 0.194 (train). the base losses are 0.121 (train). The time used is 22.229s. 
At iter 306/8116, epoch 1, the losses are 0.187 (train). the base losses are 0.108 (train). The time used is 17.855s. 
At iter 308/8116, epoch 1, the losses are 0.189 (train). the base losses are 0.109 (train). The time used is 20.489s. 
At iter 310/8116, epoch 1, the losses are 0.184 (train). the base losses are 0.120 (train). The time used is 19.983s. 
At iter 312/8116, epoch 1, the losses are 0.183 (train). the base losses are 0.123 (train). The time used is 17.028s. 
At iter 314/8116, epoch 1, the losses are 0.189 (train). the base losses are 0.127 (train). The time used is 19.545s. 
At iter 316/8116, epoch 1, the losses are 0.184 (train). the base losses are 0.117 (train). The time used is 19.321s. 
At iter 318/8116, epoch 1, the losses are 0.191 (train). the base losses are 0.123 (train). The time used is 22.352s. 
At iter 320/8116, epoch 1, the losses are 0.186 (train). the base losses are 0.118 (train). The time used is 26.503s. 
At iter 322/8116, epoch 1, the losses are 0.184 (train). the base losses are 0.117 (train). The time used is 23.609s. 
At iter 324/8116, epoch 1, the losses are 0.180 (train). the base losses are 0.106 (train). The time used is 20.002s. 
At iter 326/8116, epoch 1, the losses are 0.189 (train). the base losses are 0.120 (train). The time used is 16.972s. 
At iter 328/8116, epoch 1, the losses are 0.183 (train). the base losses are 0.117 (train). The time used is 23.632s. 
At iter 330/8116, epoch 1, the losses are 0.185 (train). the base losses are 0.119 (train). The time used is 15.562s. 
At iter 332/8116, epoch 1, the losses are 0.180 (train). the base losses are 0.118 (train). The time used is 17.194s. 
At iter 334/8116, epoch 1, the losses are 0.188 (train). the base losses are 0.116 (train). The time used is 17.126s. 
At iter 336/8116, epoch 1, the losses are 0.183 (train). the base losses are 0.115 (train). The time used is 16.946s. 
At iter 338/8116, epoch 1, the losses are 0.186 (train). the base losses are 0.130 (train). The time used is 20.367s. 
At iter 340/8116, epoch 1, the losses are 0.182 (train). the base losses are 0.122 (train). The time used is 18.995s. 
At iter 342/8116, epoch 1, the losses are 0.178 (train). the base losses are 0.117 (train). The time used is 18.995s. 
At iter 344/8116, epoch 1, the losses are 0.179 (train). the base losses are 0.115 (train). The time used is 22.006s. 
At iter 346/8116, epoch 1, the losses are 0.187 (train). the base losses are 0.124 (train). The time used is 14.192s. 
At iter 348/8116, epoch 1, the losses are 0.190 (train). the base losses are 0.113 (train). The time used is 15.521s. 
At iter 350/8116, epoch 1, the losses are 0.185 (train). the base losses are 0.127 (train). The time used is 17.335s. 
At iter 350/8116, epoch 1, the losses are 0.191 (test). the base losses are 0.115 (test). 
At iter 352/8116, epoch 1, the losses are 0.191 (train). the base losses are 0.121 (train). The time used is 25.572s. 
At iter 354/8116, epoch 1, the losses are 0.185 (train). the base losses are 0.121 (train). The time used is 12.725s. 
At iter 356/8116, epoch 1, the losses are 0.182 (train). the base losses are 0.112 (train). The time used is 24.517s. 
At iter 358/8116, epoch 1, the losses are 0.187 (train). the base losses are 0.135 (train). The time used is 22.427s. 
At iter 360/8116, epoch 1, the losses are 0.180 (train). the base losses are 0.106 (train). The time used is 19.399s. 
At iter 362/8116, epoch 1, the losses are 0.189 (train). the base losses are 0.121 (train). The time used is 16.230s. 
At iter 364/8116, epoch 1, the losses are 0.190 (train). the base losses are 0.125 (train). The time used is 23.636s. 
At iter 366/8116, epoch 1, the losses are 0.181 (train). the base losses are 0.125 (train). The time used is 18.743s. 
At iter 368/8116, epoch 1, the losses are 0.179 (train). the base losses are 0.117 (train). The time used is 21.816s. 
At iter 370/8116, epoch 1, the losses are 0.183 (train). the base losses are 0.126 (train). The time used is 17.507s. 
At iter 372/8116, epoch 1, the losses are 0.181 (train). the base losses are 0.108 (train). The time used is 22.946s. 
At iter 374/8116, epoch 1, the losses are 0.180 (train). the base losses are 0.127 (train). The time used is 17.308s. 
At iter 376/8116, epoch 1, the losses are 0.184 (train). the base losses are 0.124 (train). The time used is 21.960s. 
At iter 378/8116, epoch 1, the losses are 0.180 (train). the base losses are 0.116 (train). The time used is 20.376s. 
At iter 380/8116, epoch 1, the losses are 0.183 (train). the base losses are 0.115 (train). The time used is 22.516s. 
At iter 382/8116, epoch 1, the losses are 0.177 (train). the base losses are 0.123 (train). The time used is 12.938s. 
At iter 384/8116, epoch 1, the losses are 0.186 (train). the base losses are 0.105 (train). The time used is 21.808s. 
At iter 386/8116, epoch 1, the losses are 0.185 (train). the base losses are 0.125 (train). The time used is 19.717s. 
At iter 388/8116, epoch 1, the losses are 0.179 (train). the base losses are 0.110 (train). The time used is 16.869s. 
At iter 390/8116, epoch 1, the losses are 0.187 (train). the base losses are 0.118 (train). The time used is 17.673s. 
At iter 392/8116, epoch 1, the losses are 0.184 (train). the base losses are 0.114 (train). The time used is 24.527s. 
At iter 394/8116, epoch 1, the losses are 0.184 (train). the base losses are 0.114 (train). The time used is 20.321s. 
At iter 396/8116, epoch 1, the losses are 0.179 (train). the base losses are 0.115 (train). The time used is 17.871s. 
At iter 398/8116, epoch 1, the losses are 0.180 (train). the base losses are 0.120 (train). The time used is 15.136s. 
At iter 400/8116, epoch 1, the losses are 0.181 (train). the base losses are 0.117 (train). The time used is 16.547s. 
At iter 400/8116, epoch 1, the losses are 0.188 (test). the base losses are 0.117 (test). 
At iter 402/8116, epoch 1, the losses are 0.183 (train). the base losses are 0.120 (train). The time used is 23.581s. 
At iter 404/8116, epoch 1, the losses are 0.183 (train). the base losses are 0.115 (train). The time used is 18.075s. 
At iter 406/8116, epoch 1, the losses are 0.181 (train). the base losses are 0.114 (train). The time used is 17.198s. 
At iter 408/8116, epoch 1, the losses are 0.181 (train). the base losses are 0.108 (train). The time used is 16.717s. 
At iter 410/8116, epoch 1, the losses are 0.183 (train). the base losses are 0.114 (train). The time used is 20.606s. 
At iter 412/8116, epoch 1, the losses are 0.179 (train). the base losses are 0.107 (train). The time used is 23.952s. 
At iter 414/8116, epoch 1, the losses are 0.179 (train). the base losses are 0.110 (train). The time used is 22.006s. 
At iter 416/8116, epoch 1, the losses are 0.186 (train). the base losses are 0.117 (train). The time used is 24.958s. 
At iter 418/8116, epoch 1, the losses are 0.176 (train). the base losses are 0.105 (train). The time used is 17.262s. 
At iter 420/8116, epoch 1, the losses are 0.179 (train). the base losses are 0.115 (train). The time used is 17.841s. 
At iter 422/8116, epoch 1, the losses are 0.181 (train). the base losses are 0.125 (train). The time used is 15.742s. 
At iter 424/8116, epoch 1, the losses are 0.186 (train). the base losses are 0.125 (train). The time used is 18.761s. 
At iter 426/8116, epoch 1, the losses are 0.181 (train). the base losses are 0.126 (train). The time used is 20.286s. 
At iter 428/8116, epoch 1, the losses are 0.183 (train). the base losses are 0.116 (train). The time used is 20.777s. 
At iter 430/8116, epoch 1, the losses are 0.176 (train). the base losses are 0.120 (train). The time used is 18.074s. 
At iter 432/8116, epoch 1, the losses are 0.183 (train). the base losses are 0.114 (train). The time used is 17.202s. 
At iter 434/8116, epoch 1, the losses are 0.183 (train). the base losses are 0.114 (train). The time used is 19.756s. 
At iter 436/8116, epoch 1, the losses are 0.182 (train). the base losses are 0.117 (train). The time used is 19.166s. 
At iter 438/8116, epoch 1, the losses are 0.176 (train). the base losses are 0.109 (train). The time used is 21.858s. 
At iter 440/8116, epoch 1, the losses are 0.178 (train). the base losses are 0.110 (train). The time used is 22.269s. 
At iter 442/8116, epoch 1, the losses are 0.180 (train). the base losses are 0.112 (train). The time used is 16.389s. 
At iter 444/8116, epoch 1, the losses are 0.184 (train). the base losses are 0.118 (train). The time used is 16.281s. 
At iter 446/8116, epoch 1, the losses are 0.179 (train). the base losses are 0.112 (train). The time used is 18.733s. 
At iter 448/8116, epoch 1, the losses are 0.182 (train). the base losses are 0.115 (train). The time used is 17.660s. 
At iter 450/8116, epoch 1, the losses are 0.185 (train). the base losses are 0.114 (train). The time used is 24.017s. 
At iter 450/8116, epoch 1, the losses are 0.189 (test). the base losses are 0.108 (test). 
At iter 452/8116, epoch 1, the losses are 0.176 (train). the base losses are 0.110 (train). The time used is 30.553s. 
At iter 454/8116, epoch 1, the losses are 0.184 (train). the base losses are 0.110 (train). The time used is 27.774s. 
At iter 456/8116, epoch 1, the losses are 0.184 (train). the base losses are 0.115 (train). The time used is 13.989s. 
At iter 458/8116, epoch 1, the losses are 0.186 (train). the base losses are 0.120 (train). The time used is 26.680s. 
At iter 460/8116, epoch 1, the losses are 0.179 (train). the base losses are 0.126 (train). The time used is 25.406s. 
At iter 462/8116, epoch 1, the losses are 0.182 (train). the base losses are 0.121 (train). The time used is 16.959s. 
At iter 464/8116, epoch 1, the losses are 0.177 (train). the base losses are 0.111 (train). The time used is 18.599s. 
At iter 466/8116, epoch 1, the losses are 0.184 (train). the base losses are 0.116 (train). The time used is 24.782s. 
At iter 468/8116, epoch 1, the losses are 0.182 (train). the base losses are 0.108 (train). The time used is 19.575s. 
At iter 470/8116, epoch 1, the losses are 0.179 (train). the base losses are 0.116 (train). The time used is 23.643s. 
At iter 472/8116, epoch 1, the losses are 0.179 (train). the base losses are 0.125 (train). The time used is 21.541s. 
At iter 474/8116, epoch 1, the losses are 0.178 (train). the base losses are 0.117 (train). The time used is 21.865s. 
At iter 476/8116, epoch 1, the losses are 0.173 (train). the base losses are 0.115 (train). The time used is 14.084s. 
At iter 478/8116, epoch 1, the losses are 0.173 (train). the base losses are 0.113 (train). The time used is 23.722s. 
At iter 480/8116, epoch 1, the losses are 0.177 (train). the base losses are 0.116 (train). The time used is 26.210s. 
At iter 482/8116, epoch 1, the losses are 0.180 (train). the base losses are 0.119 (train). The time used is 16.899s. 
At iter 484/8116, epoch 1, the losses are 0.170 (train). the base losses are 0.112 (train). The time used is 30.329s. 
At iter 486/8116, epoch 1, the losses are 0.178 (train). the base losses are 0.119 (train). The time used is 16.205s. 
At iter 488/8116, epoch 1, the losses are 0.177 (train). the base losses are 0.117 (train). The time used is 24.741s. 
At iter 490/8116, epoch 1, the losses are 0.182 (train). the base losses are 0.121 (train). The time used is 13.103s. 
At iter 492/8116, epoch 1, the losses are 0.178 (train). the base losses are 0.126 (train). The time used is 17.221s. 
At iter 494/8116, epoch 1, the losses are 0.177 (train). the base losses are 0.116 (train). The time used is 18.333s. 
At iter 496/8116, epoch 1, the losses are 0.174 (train). the base losses are 0.116 (train). The time used is 19.811s. 
At iter 498/8116, epoch 1, the losses are 0.174 (train). the base losses are 0.117 (train). The time used is 15.857s. 
At iter 500/8116, epoch 1, the losses are 0.178 (train). the base losses are 0.120 (train). The time used is 21.729s. 
At iter 500/8116, epoch 1, the losses are 0.196 (test). the base losses are 0.133 (test). 
At iter 502/8116, epoch 1, the losses are 0.176 (train). the base losses are 0.115 (train). The time used is 31.583s. 
At iter 504/8116, epoch 1, the losses are 0.176 (train). the base losses are 0.112 (train). The time used is 17.718s. 
